word,weight,number_of_words
silap mata,-5,2
silaturahim,4,1
silir-semilir,2,1
silit,-5,1
silu,-5,1
siluman,-5,1
simak,3,1
simak,-5,1
simbah,-3,1
simbok,2,1
simetris,3,1
simpan,-3,1
simpanan,3,1
simpanan,-3,1
simpang,-4,1
simpang-siur,-4,1
simpat,4,1
simpatik,2,1
simpatik,-4,1
simpatisan,3,1
simpel,3,1
simple,3,1
simpleks,3,1
simplistis,3,1
simpuh,3,1
simpuh,-3,1
simpul,3,1
sin,-1,1
sindir,-3,1
sindiran,-3,1
sing,5,1
singgah,-2,1
singgung,1,1
singgung,-5,1
singkap,3,1
singkap,-3,1
singkat,-3,1
singkat akal,-3,2
singkil,-4,1
singkir,-5,1
single,3,1
singsing,3,1
sinkron,1,1
sinkronisasi,3,1
sintal,3,1
sintetis,3,1
sintiang,-5,1
sinting,-5,1
sinting,-5,1
sinuhun,4,1
siph,2,1
sipongang,-3,1
sir,2,1
sir,-2,1
sirap hati,1,2
sirap hati,-2,2
siratan,-3,1
sirik,-5,1
sirkuler,-3,1
sirna,1,1
sirna,-5,1
sir-siran,2,1
sir-siran,-2,1
sisa,-4,1
sisih,-2,1
sistem,-4,1
sistematik,-3,1
sistematis,-3,1
siswa,3,1
sitoplasma,-5,1
siuman,3,1
sivilisasi,-3,1
size,1,1
sketsa,2,1
skors,-3,1
slebor,-5,1
slip,-5,1
slow,1,1
smartphone,1,1
smga,1,1
smpai,1,1
snapback,2,1
soak,-5,1
soal,-1,1
soal jawab,-3,2
soalnya,-1,1
sob,2,1
sobat,4,1
sobat,-4,1
sobek,-3,1
sodok,-3,1
soe,-5,1
sogok,-4,1
sogokan,-4,1
sohib,3,1
sohor,4,1
sohor,-1,1
sokong,3,1
solah,4,1
solat,1,1
soleha,3,1
solek,-4,1
solo,2,1
solokan,-4,1
solusi,3,1
solusinya,3,1
sombong,-3,1
someng,-4,1
somplak,-4,1
soms,-4,1
songsong,-2,1
sontak,-4,1
sontoloyo,-5,1
sorak,-3,1
sorang,-2,1
sorangan,-3,1
sorongan,4,1
sorry,-4,1
sosi,-5,1
sosial,4,1
sosialistis,3,1
sosialita,5,1
sotau,-4,1
sotoy,-4,1
spam,-3,1
sparing,3,1
special,4,1
spektakel,-3,1
spesial,4,1
spesialis,4,1
spesialisasi,3,1
spesifikasi,3,1
spion,-3,1
sponsor,2,1
spontan,3,1
sporadis,2,1
sportif,3,1
sput,4,1
sput,-2,1
sreg,2,1
sregep,4,1
Sri paduka,4,2
stabil,3,1
stabilitas,4,1
stagnan,1,1
stagnan,-3,1
stagnasi,-5,1
stalk,-4,1
stalking,-4,1
stamina,3,1
standar,-2,1
standardisasi,2,1
statis,4,1
statis,-3,1
statistik,1,1
stok,-3,1
stop,3,1
stop,-3,1
stori,-5,1
streng,1,1
stres,-4,1
stress,-5,1
struktur,3,1
studi,4,1
stupa,4,1
suak,-2,1
suam-suam kuku,4,2
suap,1,1
suap,-3,1
suapan,4,1
suara,2,1
suara,-1,1
suara halus,4,2
suari,-3,1
suasana,4,1
suasana hati,1,2
subang,-1,1
sublim,3,1
substansi,1,1
substansial,1,1
subur,2,1
subversif,-4,1
suci,4,1
suci,-1,1
sudah,3,1
sudah,-2,1
sudahlah,-3,1
sudi,2,1
sudi,-3,1
sudu,-3,1
sugesti,2,1
sugesti,-3,1
suguh,2,1
suguhan,4,1
suka,3,1
suka,-1,1
suka cita,4,2
suka cita,-1,2
suka hati,-3,2
suka mengganggu,-4,2
sukacita,2,1
sukar,4,1
sukar,-4,1
sukarela,4,1
sukarela,-2,1
sukaria,-3,1
suka-suka,3,1
sukat,3,1
sukatan,-5,1
sukses,3,1
sulalah,-3,1
sulfur,-3,1
sumarah,-4,1
sumbang,-4,1
sumbat,-3,1
sumbing,-4,1
sumbu,2,1
sumpah,3,1
sumpah,-3,1
sumpah serapah,-5,2
sumpal,-3,1
sumpek,-4,1
sumpit,-3,1
sumringah,4,1
sun,-3,1
sunam,-3,1
sunan,4,1
sundal bolong,-5,2
sunduk,-3,1
sundut,-3,1
sungguhpun,-3,1
sungguh-sungguh,2,1
sungkan,-4,1
sungkap,-3,1
sungkawa,-3,1
suni,-4,1
suntuk,5,1
suntuk,-4,1
sunu,-2,1
sunyi,1,1
sunyi,-3,1
supaya,-3,1
super,3,1
super,-2,1
superior,4,1
suplai,2,1
suplai,-3,1
suplemen,5,1
suporter,3,1
support,4,1
surah,-4,1
suram,-5,1
surat takdir,2,2
surat takdir,-3,2
surat tanah,3,2
suratan takdir,2,2
suratan takdir,-3,2
surau,2,1
suri,-1,1
surih,-3,1
suruh,-2,1
surup,-5,1
surut,-4,1
susah,-3,1
susah hati,3,2
susah hati,-5,2
susahnya,-3,1
susila,-2,1
suspend,-3,1
susu,-4,1
susuh,-4,1
susuk,3,1
susuk,-4,1
susup,-2,1
susur tangan,-3,2
susut,1,1
susut,-2,1
sutradara,-3,1
suudzon,-4,1
suvenir,4,1
swagriya,2,1
sweet,3,1
syahwat,-2,1
syair,-3,1
syaithon,-5,1
syak,-3,1
syarikat,3,1
syedi,-4,1
syedih,-5,1
syg,3,1
syukur,5,1
syukuri,3,1
syur,-3,1
ta,-3,1
taat,3,1
taat,-1,1
tabah,5,1
tabah hati,5,2
tabe,3,1
tablig,1,1
tabrak,-3,1
tabung,3,1
tabung bambu,3,2
tabungan,3,1
tabungan,-3,1
taburan,-3,1
tae,-4,1
tafsir,2,1
tagar,-3,1
tagih,-3,1
tagut,-4,1
tahan,1,1
tahan,-2,1
tahan lama,1,2
tahan lasak,4,2
tahi,-5,1
tahi angin,-4,2
tahu,4,1
tahu,-4,1
tahu aturan,4,2
tai,-5,1
tai,-5,1
taik,-5,1
tais,-3,1
tajak,-3,1
tajali,3,1
tajam,4,1
tajam,-2,1
tajam mata,2,2
tajam mata,-1,2
tajam otak,4,2
tajam pikiran,4,2
taji,-4,1
tak bernyawa,-5,2
tak segan,2,2
tak segan,-1,2
takar,3,1
takaran,-5,1
takda,-2,1
takjub,4,1
takjub,-1,1
takrif,3,1
taksir,3,1
taksir,-1,1
taksiran,5,1
takul,-3,1
takut,1,1
takut,-4,1
takyin,3,1
takzim,3,1
talak,-3,1
talas,-3,1
talen,2,1
talenan,-5,1
talenta,4,1
tali jantung,-3,2
talun,-3,1
taman,1,1
tamat,3,1
tamat,-4,1
tamat riwayat,-3,2
tamat riwayatnya,-3,2
tambah,3,1
tambahan,5,1
tambak,-3,1
tambat hati,-2,2
tambatan hati,-2,2
tambeng,-5,1
tambun,-3,1
tampak,1,1
tampak,-3,1
tamparan,-3,1
tampik,-4,1
tampil,1,1
tampil,-3,1
tampilan,1,1
tampuk,-3,1
tanah tandus,-3,2
tanda,-2,1
tanda jasa,4,2
tanda mata,2,2
tandang,1,1
tandang,-2,1
tandanya,-2,1
tanda-tanda,4,1
tanding,2,1
tanduk,-2,1
tangan,1,1
tangan panas,-4,2
tanganan,3,1
tanggal,-4,1
tanggap,3,1
tanggapan,3,1
tangguh,5,1
tangguh,-2,1
tanggul,-3,1
tanggulang,2,1
tanggung,-2,1
tanggungan,-3,1
tangis,-5,1
tangisan,-5,1
tangkap,-3,1
tangkap basah,-3,2
tangkap tangan,-4,2
tangkapan,-3,1
tangkas,2,1
tangkas,-4,1
tangkis,-3,1
tangkisan,3,1
tangkul,3,1
tangsel,3,1
tantang,-4,1
tanur,-4,1
tanya,2,1
tanya,-2,1
tanya jawab,3,2
tapa,2,1
tapak kaki,-3,2
tapa-tapa,-3,1
tara,2,1
taraf,3,1
taraf,-2,1
tarak,-3,1
tarekat,2,1
tarekat,-4,1
tari,1,1
tarik,2,1
tarik hati,3,2
tarik hati,-1,2
tarik napas habis,-5,3
taruh,4,1
taruh hati,3,2
taruhan,3,1
tarung,-3,1
tasamuh,5,1
tata,3,1
tata,-2,1
tata tertib,3,2
tatah-tatah,-5,1
tatak,-4,1
tatap,1,1
tau,-4,1
tauk,-3,1
taun,-5,1
taut,2,1
taut,-4,1
tauu,-3,1
tawakal,3,1
tawar,-4,1
tawarikh,3,1
tawon,-3,1
tayang,3,1
tayib,2,1
tayib,-1,1
tayibah,2,1
tayibah,-1,1
tbc,-3,1
team,1,1
tebak,3,1
tebak,-2,1
tebal hati,-5,2
tebal telinga,1,2
tebal telinga,-3,2
tebaran,-3,1
tebat,-3,1
tedak,-4,1
tedas,3,1
teduh,2,1
teduh,-2,1
tega,-5,1
tegal,-4,1
tegang,4,1
teganya,-4,1
tegap,3,1
tegar,2,1
tegar,-4,1
teguh batin,3,2
teguh hati,3,2
teguk,2,1
tegun,-3,1
tegur,2,1
tegur,-3,1
tegur ajar,-5,2
teguran,3,1
teguran,-3,1
teh,1,1
teja,4,1
tekad,4,1
tekad,-3,1
tekak,-5,1
tekan,1,1
tekan,-3,1
tekan mental,-4,2
tekanan,-3,1
tekanan jiwa,4,2
tekanan mental,4,2
tekanan mental,-4,2
tekek,-3,1
teknik,-4,1
teks,-3,1
tekuk lutut,-3,2
tekun,4,1
tela,3,1
telaah,2,1
telaah,-2,1
teladan,4,1
teladan,-3,1
telak,-3,1
telan,-5,1
telantar,-4,1
telat,-5,1
telaten,4,1
teledor,-5,1
telek,-5,1
telerang,-3,1
teles,-4,1
telik,-2,1
telimpuh,-3,1
telinga merah,-3,2
teliti waskita,-3,2
telungkup,1,1
tembak,-5,1
tembakau,-3,1
tembak-menembak,-5,1
tembam,-4,1
tembelang,-5,1
tembis,-3,1
tembok,-1,1
tembus,3,1
temenan,-2,1
temenin,-3,1
temennya,1,1
tempat,-3,1
tempelak,-5,1
tempik,-4,1
tempo,1,1
tempo,-4,1
tempoh,3,1
temporer,-4,1
tempo-tempo,3,1
temu,2,1
tenaga,3,1
tenaga kerja,3,2
tenang,5,1
tenang,-1,1
tendang,-3,1
tendas,-4,1
tendensi,-3,1
tengah,2,1
tengak,-4,1
tenggak,-3,1
tenggalam,-3,1
tenggan,-3,1
tenggang,1,1
tenggang,-4,1
tenggang rasa,5,2
tenggarang,-4,1
tenggelem,-3,1
tengkar,-4,1
tengking,-5,1
tengkingan,-5,1
tengkoh,-3,1
tengku,-4,1
tengkulak,-5,1
tengkuluk,3,1
tengkurap,2,1
tengok,2,1
tengok,-2,1
tensi,-4,1
tentang,1,1
tentang,-2,1
tentangan,2,1
tentangan,-2,1
tentu,-3,1
teologis,-4,1
teoretis,3,1
tepa salira,5,2
tepat guna,4,2
tepercaya,3,1
tepergok,-5,1
teperlus,-4,1
tepi,-4,1
tepian mata,-3,2
tepu,-3,1
terabai,-3,1
teraduk,-3,1
teragung,-4,1
terajam,-4,1
terajang,-3,1
terala,3,1
terali,-4,1
teralienasi,-3,1
terambau,-5,1
terampil,4,1
terampil,-3,1
terang,2,1
terang,-3,1
terang akal,3,2
terang akal,-4,2
teranggar-anggar,3,1
teraniaya,-4,1
teranyar,4,1
terasing,-5,1
teraso,4,1
teratas,3,1
teratur,4,1
teratur,-4,1
terawat,5,1
terbaik,5,1
terbakar,1,1
terbakar,-5,1
terbalik akal,3,2
terbalik akal,-4,2
terban,-4,1
terbang arwah,-4,2
terbang pikiran,-4,2
terbangai,-3,1
terbangun,3,1
terbanting,1,1
terbanting,-3,1
terbaring,2,1
terbaru,4,1
terbatas,3,1
terbayan,3,1
terbayang,3,1
terbayang-bayang,3,1
terbelakang,-3,1
terbelenggu,3,1
terbenam,-5,1
terbentur,-4,1
terberak,-5,1
terbesit,-2,1
terbiar,-3,1
terbiasa,3,1
terbit selera,3,2
terbongkar,-3,1
terbuang,-2,1
terbuka,3,1
terbuka,-3,1
terbuka mata,4,2
terbukti,3,1
terbuni,-5,1
terburu,-3,1
tercampak,-5,1
tercantol,-3,1
tercapai,3,1
tercebur,-5,1
tercecer,-3,1
tercekluk,-3,1
tercela,-4,1
tercelampak,-5,1
tercemas,-3,1
tercemplung,1,1
tercemplung,-4,1
tercengang,1,1
tercengang,-2,1
tercengang-cengang,-3,1
tercengung,-3,1
tercerai,-3,1
tercermin,3,1
tercinta,4,1
terdaftar,1,1
terdahulu,4,1
terdampar,-5,1
terdamping,1,1
terdedah,-3,1
terdekat,1,1
terderita,-4,1
terdesak,-4,1
terekspos,-4,1
terempas,-5,1
terencana,2,1
tergamak,-4,1
tergambar,2,1
tergambar,-3,1
terganjal,-4,1
tergantung,3,1
tergelak,4,1
tergelecik,-4,1
tergeleng-geleng,4,1
tergeleng-geleng,-3,1
tergeliat,-3,1
tergelicik,-3,1
tergelincir,1,1
tergelincir,-3,1
tergelingsir,-3,1
tergeluncur,-3,1
tergemap,-3,1
tergila-gila,3,1
tergolong,-3,1
terguling,-3,1
tergulir,-3,1
terguncang,-3,1
terhalang,3,1
terhalang,-3,1
terhambat,-4,1
terhempas,-5,1
terhenti,-3,1
terhina direndahkan,-3,2
terhindar,-4,1
terhunjam,-3,1
teriak,-2,1
teriakan,-4,1
terikat,3,1
terima,2,1
terima kasih,5,2
terimakasih,5,1
terimaksih,4,1
terindah,5,1
teriris,-5,1
terisolasi,-3,1
terjadi,3,1
terjadinya,3,1
terjaga,2,1
terjajah,3,1
terjamin,5,1
terjang,-3,1
terjeblos,1,1
terjeblos,-4,1
terjemahan,3,1
terjengkang,-5,1
terjepit,-4,1
terjerembab,-2,1
terjerohok,-4,1
terjerumus,-4,1
terjumpa,-4,1
terjun,1,1
terjun,-3,1
terjungkal,1,1
terjungkal,-5,1
terka,3,1
terka,-1,1
terkadang,3,1
terkadang-kadang,3,1
terkait,-3,1
terkam,-4,1
terkapah-kapah,3,1
terkapah-kapah,-2,1
terkejar,-5,1
terkelik,-3,1
terkemuka,5,1
terkenal,5,1
terkencar-kencar,-4,1
terkesima,4,1
terkesima,-1,1
terkikis,-3,1
terkilan,3,1
terkilir,-3,1
terkini,3,1
terkocok,-3,1
terkoneksi,3,1
terkuak,-5,1
terkutuk,-5,1
terlalah,-5,1
terlalaikan,-3,1
terlalu,-3,1
terlampau,-5,1
terlangah,-3,1
terlanggar,-4,1
terlangkaui,-5,1
terlanjur,1,1
terlanjur,-3,1
terlengar,-4,1
terlepas,-5,1
terlewat,1,1
terlewat,-3,1
terlibat,3,1
terlindung,4,1
terluang,2,1
terluang,-3,1
terluka,-5,1
terlukis,3,1
terlukis,-3,1
terlulur,-3,1
termakan,1,1
termakan,-1,1
termasuk,-3,1
termasyhur,4,1
terminal,-3,1
terminasi,-3,1
termuat,-3,1
termulia,3,1
ternoda,-5,1
teror,-5,1
terowongan,-4,1
terpa,-4,1
terpacak,-3,1
terpacul,-4,1
terpaksa,-4,1
terpaku,-3,1
terpalit-palit,-3,1
terpana,1,1
terpana,-2,1
terpancang,-3,1
terpangah,-4,1
terpaut,-4,1
terpegah,5,1
terpelajar,4,1
terpelanting,-3,1
terpelecok,-3,1
terpelekok,-3,1
terpeleset,-4,1
terpelihara,4,1
terpencil,-5,1
terpendam,-5,1
terpengaruh,-4,1
terperanjat,-3,1
terperengah,1,1
terperengah,-3,1
terperenyak,-4,1
terperinci,3,1
terperosok,-5,1
terperuk,-4,1
terpesona,4,1
terpesona,-1,1
terpisah,-5,1
terpojok,-4,1
terpotong,-3,1
terpuji,4,1
terpukau,2,1
terpukau,-1,1
terpukul,1,1
terpukul,-4,1
terpulang,-3,1
terpuruk,-4,1
terror,-5,1
tersadar,3,1
tersaji,4,1
tersaku,-3,1
tersampai,2,1
tersampuk,-4,1
tersangkut,-3,1
tersantet,-3,1
tersapu,-3,1
tersara bara,-5,2
tersayat,-5,1
tersedia,4,1
tersekat,-5,1
terselak,-3,1
terselenggaranya,3,1
terselip,-3,1
terselubung,-5,1
terselulur,-2,1
terselusur,-3,1
tersem-bunyi,5,1
tersendat,4,1
tersengal-sengal,3,1
tersengal-sengal,-4,1
tersengut-sengut,-5,1
tersentuh,-2,1
tersenyum,4,1
terserah,-3,1
terserak,-3,1
terseret,-3,1
tersiar,-3,1
tersia-sia,-3,1
tersiksa,-5,1
tersila,-3,1
tersimbah,-5,1
tersinggung,-5,1
tersingkap,-3,1
tersingkir,-5,1
tersirah,-5,1
tersirap hatinya,-2,2
tersirep,-3,1
tersisih,-5,1
tersohor,5,1
tersohor,-1,1
tersuguh,2,1
tersumbat,-5,1
tersungging,5,1
tersungkap,-3,1
tersuntuk,-4,1
tersuruk,-5,1
tersusul,-3,1
tertabrak,-4,1
tertanam,-5,1
tertancap,-3,1
tertangguh,-3,1
tertanggung,-4,1
tertangkap basah,-3,2
tertangkap tangan,-4,2
tertarik,2,1
tertata,3,1
tertata,-4,1
tertawa,5,1
tertawa kecil,4,2
tertawan,-3,1
tertegak,-4,1
tertegun,-3,1
tertenung,-3,1
tertib,4,1
tertib,-2,1
tertindas,-5,1
tertinggal,-3,1
tertinggi,3,1
tertubruk,-4,1
tertuju,-3,1
tertulang,2,1
tertulang,-5,1
tertular,-4,1
tertumbuk,-4,1
tertumbuk akal,-5,2
tertunda,-3,1
tertutup,-5,1
terudak,-3,1
terulur lidah,-5,2
terungkap,-3,1
terurus,4,1
terus-menerus,4,1
terutama,4,1
terzalimi,-5,1
tesis,-3,1
testimoni,3,1
tetap,3,1
tetap hati,3,2
tetap hati,-1,2
tetas,-4,1
tetek,-4,1
tetes,-3,1
tetesan darah,-3,2
tetiba,-3,1
tetua,-2,1
tewas,1,1
tewas,-5,1
thank,4,1
thanks,3,1
tiada,1,1
tiada,-5,1
tiang pancang,3,2
tiara,3,1
tidak,-5,1
tidak bekerja,-4,2
tidak keruan,-3,2
tidak masuk akal,-4,3
tidak segan,2,2
tidak segan,-2,2
tidur,3,1
tidur,-3,1
tiduran,-2,1
tidurin,-2,1
tikai,-4,1
tikar,3,1
tike,-3,1
tilam,-4,1
tilap,-4,1
tilas,-3,1
tim,-4,1
timah panas,-3,2
timang,-1,1
timba ilmu,4,2
timbal,-2,1
timbalan,4,1
timbalan,-2,1
timbangan,-5,1
timbul,-3,1
timbun,1,1
timbun,-3,1
timburu,-5,1
timpa,-3,1
timpal,2,1
timpang,-4,1
timpuk,-5,1
tindakan,3,1
tindas,-5,1
tindih,-4,1
tindik,-3,1
tingau,-4,1
tinggal,1,1
tinggal,-3,1
tinggalan,4,1
tinggalkan,-3,1
tinggi,3,1
tinggi,-2,1
tinggikan,-2,1
tingkah,-5,1
tingkah laku,1,2
tingkat,1,1
tingkeb,-3,1
tinja,-5,1
tinju,-5,1
tip,4,1
tip,-3,1
tipeks,-3,1
tips,4,1
tipu muslihat,-5,2
tiri,-2,1
tiris,3,1
tiruan,3,1
titi,2,1
titi,-3,1
titian,-4,1
titik,-3,1
titik berat,-3,2
titip api,3,2
titip api,-1,2
titis,-3,1
titisan darah,-3,2
tiup,-3,1
tiup-tiup,-3,1
tkde,-1,1
tlg,3,1
tobak,-3,1
tobat,-2,1
toboh,-4,1
tokcer,4,1
tokok,3,1
tolak,-4,1
tolakan,4,1
tolol,-5,1
tolol,-5,1
tolong,3,1
tolong,-2,1
tongkeng,5,1
tongkrong,1,1
tongong,-3,1
tonjok,-5,1
tonton,-4,1
top,5,1
topan,-3,1
topek,-4,1
topo,-5,1
toreh,1,1
tosan aji,-4,2
tq,4,1
tradisional,-5,1
tragedi,-5,1
traktat,3,1
transaksi,4,1
transendental,3,1
transparan,3,1
transparansi,2,1
trauma,4,1
trauma,-5,1
traumatis,-4,1
travesti,-5,1
trayek,-4,1
trek,-3,1
tren,-2,1
trendi,3,1
trengginas,5,1
tresna,2,1
tresna,-1,1
trima,1,1
trimakasih,4,1
trims,4,1
tt,-2,1
tua,-4,1
tua bangka,-3,2
tuah,1,1
tuah,-3,1
tuak,-3,1
tuas,-3,1
tubruk,-3,1
tubuh,-4,1
tugal,-4,1
tugas,-1,1
tuhan,3,1
tuhkan,-4,1
tuhmah,-3,1
tuil,-3,1
tuju,3,1
tuju,-4,1
tukang,-2,1
tukar,1,1
tukar,-3,1
tukar akal,1,2
tukar cincin,3,2
tukar pikir,3,2
tukar pikiran,3,2
tukas,-5,1
tulah,-3,1
tulang,2,1
tulang,-4,1
tulang punggung,-3,2
tular,-4,1
tulen,3,1
tuli,-3,1
tulup,-3,1
tulus,4,1
tulus hati,4,2
tulus hati,-1,2
tulus ikhlas,5,2
tumandang,1,1
tumandang,-3,1
tumbang,1,1
tumbang,-5,1
tumbang vertikal,-3,2
tumben,-2,1
tumbuk,-3,1
tumor,-4,1
tumpah hati,-3,2
tumpahan hati,-3,2
tumpang tinggal,1,2
tumpang tinggal,-4,2
tumpas,-4,1
tumpasan,-5,1
tumpat,-4,1
tumpu,1,1
tumpu,-3,1
tumpuan,2,1
tumpuan,-3,1
tumpuk,-4,1
tumpul,-3,1
tumpul otak,-3,2
tumpur,-5,1
tun,-4,1
tunai,3,1
tunang,3,1
tunas,3,1
tunas,-2,1
tunasusila,-5,1
tunduk,1,1
tunduk,-5,1
tunggak,3,1
tunggakan,-4,1
tunggang,-1,1
tunggang gunung,-4,2
tunggu,1,1
tunggu,-2,1
tunggu dunia,2,2
tunggul,-3,1
tungkak,4,1
tungku,-4,1
tunjang,3,1
tunjangan,-3,1
tunjuk perasaan,-3,2
tuntas,2,1
tuntun,3,1
tuntun,-2,1
tuntunan,-3,1
tuntut,-3,1
tuntut ilmu,4,2
tupai,-5,1
turun,1,1
turun,-3,1
turunan,1,1
turunan,-3,1
turut,-3,1
tusuk,-4,1
tutuk,3,1
tutup,-2,1
tutup mulut,1,2
tutup mulut,-3,2
tutur,3,1
tutur,-4,1
tutur kata,-4,2
tuyul,-4,1
typo,-2,1
typonya,-3,1
ua,-4,1
uang lelah,2,2
uang pecah,-4,2
uang rokok,2,2
uang sogok,-3,2
uar,-3,1
uar-uar,-3,1
ubah akal,-2,2
ubah ingat,-3,2
uber,-3,1
ucap,-2,1
ucek,-3,1
uci-uci,-4,1
udahan,-4,1
udara,-4,1
udeh,-3,1
udi,-5,1
ugahari,3,1
ugal-ugalan,3,1
ugal-ugalan,-2,1
ugh,-4,1
ujar,-4,1
uji,1,1
ujian,1,1
ujung,-3,1
ujung tangan,-4,2
ukir,-5,1
ukur,3,1
ulah,-3,1
ulama,3,1
ulam-ulam,-5,1
ulasan,3,1
ulasan pers,-3,2
uler,-3,1
ulung,4,1
ulung,-4,1
uluran,3,1
uluran tangan,4,2
umat,3,1
umbar,-3,1
umbul-umbul,-3,1
umi,4,1
umpan,-3,1
umpat,-4,1
umpatan,-4,1
umum,1,1
umur,4,1
umur,-2,1
unam,-3,1
unda,3,1
undang,2,1
undangan,1,1
undian,-5,1
unek-unek,2,1
unfollow,-2,1
unggulan,5,1
ungkap,3,1
ungkap,-3,1
unit,-4,1
unjuk,-3,1
unjuk rasa,-3,2
unmood,-3,1
unting,-5,1
untung,3,1
untung,-1,1
upa,2,1
upa-,4,1
upah,1,1
upah,-3,1
upaya,1,1
upaya,-4,1
uraian,3,1
uras,-3,1
ura-ura,4,1
urgen,-4,1
uring-uringan,-5,1
urit,-3,1
urita,-3,1
urun,-4,1
urung,-5,1
urut-urutan,-4,1
usah,-5,1
usaha,1,1
usaha,-4,1
usai,3,1
usai,-2,1
usak,-3,1
usang,-5,1
usik,1,1
usikan,1,1
usikan,-5,1
usil,-3,1
usir,-4,1
usrek,-5,1
ustadz,3,1
ustazah,3,1
usul,2,1
usul,-3,1
utang,-4,1
utas,4,1
utopia,2,1
uyuh,-3,1
uzur,-3,1
vagina,-4,1
vak,3,1
vakansi,3,1
vakum,-3,1
validitas,-3,1
vampir,-5,1
varia,3,1
varian,1,1
varian,-2,1
ventura,3,1
verbal,1,1
vibrasi,-3,1
vila,3,1
visi,2,1
vista,3,1
vital,-4,1
vitalitas,3,1
vote,1,1
voucher,3,1
vulgar,-3,1
wabah,-5,1
wacana,-3,1
wadak,3,1
waduh,3,1
waduh,-3,1
waduk,-3,1
wafat,1,1
wafat,-5,1
wagu,4,1
wah,3,1
wah,-3,1
waham,-3,1
wahyu,4,1
wajar,3,1
wajar,-5,1
wajib,-2,1
walang hati,-5,2
walau,-3,1
wan,-4,1
wangi,4,1
wangsit,-3,1
wantah,3,1
wara,-3,1
waras,2,1
waras,-3,1
wara-wara,-3,1
waris,3,1
waris,-2,1
warisan,3,1
warita,-4,1
warok,3,1
warta,-3,1
wasiat,4,1
wasit,-3,1
waspada,3,1
waspada,-3,1
waswas,-3,1
watak,3,1
watu,-3,1
wawa,-3,1
wawancara,3,1
wedel,2,1
wedus,-3,1
week,-4,1
wejang,-3,1
wejangan,-3,1
wekel,4,1
welas,4,1
welas,-3,1
welcome,4,1
wewenang,2,1
why,-2,1
widita,4,1
widyaiswara,3,1
wiladah,3,1
wimana,-4,1
wirid,4,1
wisma,3,1
wkwkwk,3,1
wreda,-4,1
wujud,2,1
xx,-1,1
ya,4,1
yaaaa,1,1
yaahh,-3,1
yahhh,-3,1
yahud,4,1
yakali,-3,1
yakin,3,1
yalord,-2,1
yampun,-3,1
yamtuan,4,1
yang,-5,1
Yang Dipertuan,4,2
yank,2,1
yaoi,-5,1
yasalamualaika,3,1
yauda,-4,1
yaudah,1,1
yaudah,-4,1
yaudahlah,-3,1
yaudh,-3,1
yelah,-3,1
yes,3,1
yg dipertuan,4,2
yg dipertuan,-3,2
yg tuan,-3,2
yodah,-2,1
yoga,1,1
yuk,4,1
yukk,4,1
yunior,-4,1
yuuk,4,1
yuwaraja,-4,1
zaim,3,1
zakar,-3,1
zakelek,4,1
zakiah,4,1
zalim,-5,1
zat pemabuk,-3,2
zero,-3,1
ziarah,-4,1
zikir,4,1
zuhud,2,1
zuhud,-1,1
uang,2,1
tutorial,-3,1
menginspirasi,3,1
caper,-5,1
gratisan,-4,1
prestasi,3,1
semoga,1,1
